"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31003603460000","Allegany","Alma Gas Company, Inc.","60346","00","00","GD","Sharon","AC","O'Donnell 2095","Alma","Upper Devonian","12","269","0","0","2010"
"31009275930000","Cattaraugus","Pennhills Resources, LLC","27593","00","00","OD","Bradford","IN","Young 93","Olean","Upper Devonian","0","0","0","0","2010"
"31013225830000","Chautauqua","PPP Future Development Inc.","22583","00","00","GD","Lakeshore","AC","Picard 1","Gerry","Medina","12","3008","0","0","2010"
"31037228480000","Genesee","Pan Energy Company, Inc.","22848","00","00","GD","Alden-Lancaster","AC","Pannella 1","Pembroke","Medina","12","1550","0","0","2010"
"31013198350000","Chautauqua","K. Petroleum, Inc.","19835","00","00","GD","Lakeshore","IN","Olson 295","Ellery","Medina","12","653","0","","2010"
"31003670510000","Allegany","Barry Resources, Inc.","67051","00","00","OD","Richburg","IN","Wellman a17","Bolivar","Waugh & Porter","0","0","0","0","2010"
"31009677650000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67765","00","00","OD","Four Mile","IN","Oak Hill 11","Allegany","Bradford Third","0","","0","0","2010"
"31009226530000","Cattaraugus","Greenridge Oil Company LLC","22653","00","00","GD","Lakeshore","AC","Moffit 1","Leon","Medina","12","1118","0","0","2010"
"31003156480000","Allegany","Case Brothers Inc.","15648","00","00","OD","Richburg","IN","Cranston P3","Genesee","Richburg","0","0","0","0","2010"
"31029152170000","Erie","Permclip Products Corporation","15217","00","00","GD","Buffalo","PA","Permclip 1","Tonawanda City","Medina","0","0","0","0","2010"
"31003658970000","Allegany","Simon of Bolivar Enterprises, Inc.","65897","00","00","OD","Richburg","PA","A&F Oil Co. 81","Genesee","Richburg","0","0","0","0","2010"
"31003678960000","Allegany","Sturdevant, Walter B.","67896","00","00","OD","Richburg","UL","J&R Oil Lot 8 23","Bolivar","Richburg","0","0","0","0","2010"
"31013244790000","Chautauqua","PPP Future Development Inc.","24479","00","00","GD","Lakeshore","AC","Cross Unit 7","Stockton","Medina","10","6485","200","0","2010"
"31013189200000","Chautauqua","PPP Future Development Inc.","18920","00","00","GD","Lakeshore","AC","Black-Britton Unit 1 4019","Poland","Medina","12","2079","0","0","2010"
"31003679970000","Allegany","Sturdevant, Walter B.","67997","00","00","IW","Richburg","UL","J&R Oil Lot 8 93","Bolivar","Richburg","0","0","0","0","2010"
"31009662040000","Cattaraugus","Severtson, James C.","66204","00","00","OD","Chipmunk","AC","Homer 13","Allegany","Chipmunk","0","0","0","0","2010"
"31029247600000","Erie","PPP Future Development Inc.","24760","00","00","GD","North Collins","AC","Berchou 1","North Collins","Medina","12","5276","200","0","2010"
"31017262940000","Chenango","Minard Run Oil Company","26294","00","00","GD","Bradley Brook - Herkimer pool","AC","Sweezy, J. 1H","Smyrna","Herkimer","12","137164","54","","2010"
"31009185610000","Cattaraugus","Cal Ban Corp.","18561","00","00","OD","Five Mile","NR","Cb 10","Allegany","Bradford","12","11","1","11","2010"
"31013135950000","Chautauqua","Curtis & Son Oil, Inc.","13595","00","00","OD","Busti","AC","L. Crandall 27","Busti","Glade","1","","0","4","2010"
"31013182920000","Chautauqua","Empire Energy E & P, LLC","18292","00","00","GD","Lakeshore","AC","Bautista 773","Charlotte","Medina","12","1903","0","","2010"
"31063162630000","Niagara","Goater, Kenneth A","16263","00","00","GD","Sanborn","AC","Fee 1","Lewiston","Medina","12","150","0","0","2010"
"31013158150000","Chautauqua","Empire Energy E & P, LLC","15815","00","00","GD","Lakeshore","AC","Breads,D 2","Chautauqua","Medina","12","997","42","","2010"
"31009627770000","Cattaraugus","Mills, Cary","62777","00","00","OD","Bradford","PA","Hamm 9","Carrollton","Bradford & Chipmunk","12","","2","16","2010"
"31003679800000","Allegany","Sturdevant, Walter B.","67980","00","00","IW","Richburg","UL","J&R Oil Lot 8 w46","Bolivar","Richburg","0","0","0","0","2010"
"31009187610000","Cattaraugus","Nucomer Energy, LLC","18761","00","00","GD","Lakeshore","AC","Milks 6308","Dayton","Medina","12","1349","28","0","2010"
"31003192860000","Allegany","Collins Oil Co.","19286","00","00","OD","Richburg","AC","Mc Allister 16","Wirt","Richburg","12","93","3","8","2010"
"31003156470000","Allegany","Case Brothers Inc.","15647","00","00","OD","Richburg","IN","Cranston P2","Genesee","Richburg","0","0","0","0","2010"
"31037173410000","Genesee","United States Gypsum Company","17341","00","00","GD","Huron Creek","AC","Meek 1","Batavia","Medina","12","800","0","0","2010"
"31101161690000","Steuben","Yahn & Yahn, Inc.","16169","00","00","OD","Beech Hill-Independence","PA","Burd 03","West Union","Fulmer Valley","8","15","5","4","2010"
"31003656740000","Allegany","Pine Oil Co.","65674","00","00","OD","Richburg","IN","Pine Oil 19","Genesee","Richburg","0","0","0","0","2010"
"31003667870000","Allegany","Hungerford Oil Partners","66787","00","00","OD","Clarksville","IN","Kingsbury 1","Clarksville","Clarksville","0","0","0","0","2010"
"31009552830000","Cattaraugus","Thomas A Miller Oil Co.","55283","00","00","OD","Five Mile","IN","Rehler 1","Allegany","Bradford","0","0","0","0","2010"
"31013125830000","Chautauqua","Stedman Energy, Inc.","12583","00","00","GD","Lakeshore","AC","NYSRA 4-7","Harmony","Medina","12","1284","100","0","2010"
"31009226260000","Cattaraugus","Pefley Oil & Gas, Inc.","22626","00","00","GD","Lakeshore","IN","Countryside Sand&Gravel 2","Dayton","Medina","12","200","0","0","2010"
"31009208560000","Cattaraugus","Case Brothers Inc.","20856","00","00","OD","Chipmunk","AC","Case Lease 13","Carrollton","Chipmunk, Bradford 1st & 2nd","12","","1","16","2010"
"31013108880000","Chautauqua","Empire Energy E & P, LLC","10888","00","00","GD","Lakeshore","AC","Draggett 1170","Pomfret","Medina","0","0","0","","2010"
"31101260090001","Steuben","Mosher Gas, LLC","26009","00","01","GW","Card School","AC","Cook 1","Troupsburg","Marcellus","12","10682","280","0","2010"
"31003681920000","Allegany","Simon of Bolivar Enterprises, Inc.","68192","00","00","IW","Richburg","PA","A&F Oil Co. 073","Genesee","Richburg","0","0","0","0","2010"
"31003667200000","Allegany","Clark, Ralph","66720","00","00","OD","Richburg","IN","Clark 10","Genesee","Richburg","0","0","0","0","2010"
"31013120940000","Chautauqua","Empire Energy E & P, LLC","12094","00","00","GD","Lakeshore","AC","Merritt 1309","Hanover","Medina","12","2221","10","","2010"
"31009111850000","Cattaraugus","Copper Ridge Oil, Inc.","11185","00","00","OD","Five Mile","PA","Dutton 12","Hinsdale","Bradford","2","","1","5","2010"
"31101216790000","Steuben","Nathan Petroleum Corporation","21679","00","00","OD","Beech Hill-Independence","AC","Edwards 42","West Union","Fulmer Valley","12","252","4","34","2010"
"31051174060000","Livingston","Lenape Resources LLC","17406","00","00","GD","Uhley Corners-Caledonia","AC","Walton 181","York","Medina","10","507","0","0","2010"
"31121157350000","Wyoming","United States Gypsum Company","15735","00","00","GD","Sheldon","AC","Perry, N. 1","Sheldon","Medina","12","1619","0","0","2010"
"31009259350001","Cattaraugus","Pennhills Resources, LLC","25935","00","01","OD","Bradford","AC","Young 80","Olean","Upper Devonian","5","381","548","201","2010"
"31013118620000","Chautauqua","PPP Future Development Inc.","11862","00","00","GD","Lakeshore","AC","Carpenter 2","North Harmony","Medina","12","2631","90","0","2010"
"31003685700000","Allegany","Simon of Bolivar Enterprises, Inc.","68570","00","00","OD","Richburg","AC","Wheeler a15","Bolivar","Richburg","12","","0","8","2010"
"31009164120000","Cattaraugus","Empire Energy E & P, LLC","16412","00","00","GD","Lakeshore","AC","Evans C 3","Persia","Medina","2","123","0","","2010"
"31029224730000","Erie","Empire Energy E & P, LLC","22473","00","00","GD","Buffalo Creek","AC","Shevlin, T 1","Wales","Medina","12","316","0","0","2010"
"31009657750000","Cattaraugus","Reyrock Oil, LLC","65775","00","00","OD","Chipmunk","AC","North Clare 11","Allegany","Chipmunk","0","0","0","0","2010"
"31029251150000","Erie","PPP Future Development Inc.","25115","00","00","GD","North Collins","AC","Heary 2","Collins","Medina","12","3138","75","0","2010"
"31003652600000","Allegany","C.O.G. Development & Resources, Inc.","65260","00","00","OD","Richburg","IN","Meadowbank ma5","Bolivar","Richburg","0","0","0","0","2010"
"31009053410000","Cattaraugus","Copper Ridge Oil, Inc.","05341","00","00","OD","Five Mile","AC","Weis 31","Olean","Bradford","0","0","0","0","2010"
"31003675510000","Allegany","Saint John Exploration & Production, Inc.","67551","00","00","IW","Richburg","IN","Trio 38x","Bolivar","Richburg","0","0","0","0","2010"
"31013184000000","Chautauqua","Wengerd, Noah A.","18400","00","00","GD","Lakeshore","AC","Croscut 2","Sherman","Medina","0","0","0","0","2010"
"31013116630000","Chautauqua","PPP Future Development Inc.","11663","00","00","GD","Lakeshore","SI","Davis 1","North Harmony","Medina","12","0","25","0","2010"
"31009171910000","Cattaraugus","McKellpee Energy Corp.","17191","00","00","OD","Bradford","IN","Utter Purchase 52","Allegany","Bradford","11","0","1","7","2010"
"31003676260000","Allegany","SK Enterprises","67626","00","00","OD","Richburg","IN","Van Welch 341","Bolivar","Richburg","0","0","0","0","2010"
"31013104060000","Chautauqua","Empire Energy E & P, LLC","10406","00","00","GD","Lakeshore","AC","Picardini 39","Ripley","Medina","0","0","0","","2010"
"31003697710000","Allegany","Hogan Energy, Inc.","69771","00","00","IW","Clarksville","PA","Nichols 22a","Clarksville","Not Applicable","0","0","0","0","2010"
"31029081550000","Erie","PPP Future Development Inc.","08155","00","00","GD","Orchard Park-Hamburg","AC","Buerger (Full Gospel) 997-I","Orchard Park","Medina","12","9134","0","0","2010"
"31003607320000","Allegany","The Richardson Petroleum Corporation","60732","00","00","OD","Beech Hill-Independence","PA","Potter(Br) 6","Independence","Fulmer Valley","12","339","4","17","2010"
"31037161790000","Genesee","United States Gypsum Company","16179","00","00","GD","Indian Falls","AC","Dickens 1","Batavia","Medina","12","217","0","0","2010"
"31013052300000","Chautauqua","Johnson, Mark & Troy","05230","00","00","OD","Busti","PA","Harding 4","Busti","Glade","12","","0","30","2010"
"31003627210000","Allegany","PPP Future Development Inc.","62721","00","00","OD","Beech Hill-Independence","AC","John & Peter Joyce 4","Andover","Penny & Fulmer Valley","12","70","1","33","2010"
"31029144240000","Erie","Schreiner Oil and Gas, Inc.","14424","00","00","GD","East Aurora","PA","Mill 833","Aurora","Medina","11","1793","0","0","2010"
"31003554670000","Allegany","Simon of Bolivar Enterprises, Inc.","55467","00","00","OD","Richburg","PA","McDivitt 4","Bolivar","Not Applicable","0","0","0","0","2010"
"31009232420000","Cattaraugus","Empire Energy E & P, LLC","23242","00","00","GD","Lakeshore","AC","Cattaraugus Rod & Gun 1","New Albion","Medina","12","1601","0","","2010"
"31013259830000","Chautauqua","Johnson, Mark & Troy","25983","00","00","OD","Busti","AC","Curtis 25A","Busti","Glade","12","","0","915","2010"
"31013202990000","Chautauqua","Empire Energy E & P, LLC","20299","00","00","GD","Lakeshore","AC","Kopta, A 6","Chautauqua","Medina","12","2048","50","","2010"
"31003673750000","Allegany","Karen D. Mott & Mark D. Covert","67375","00","00","OD","Richburg","IN","Fisk f2","Wirt","Richburg","0","0","0","0","2010"
"31037161780000","Genesee","United States Gypsum Company","16178","00","00","GD","Huron Creek","AC","Bartholf 1","Pembroke","Medina","12","11759","0","0","2010"
"31013148590000","Chautauqua","Empire Energy E & P, LLC","14859","00","00","GD","Lakeshore","AC","Aldewein Acres 1","Westfield","Medina","1","315","0","","2010"
"31013109000000","Chautauqua","Empire Energy E & P, LLC","10900","00","00","GD","Lakeshore","AC","Plumb 166","Mina","Medina","12","1586","0","","2010"
"31009554050000","Cattaraugus","McCracken, Carl A. III","55405","00","00","OD","Bradford","PA","Wilson 1508","Carrollton","Not Applicable","0","0","0","0","2010"
"31013192900000","Chautauqua","Stedman Energy, Inc.","19290","00","00","GD","Lakeshore","AC","Morris 2","Villenova","Medina","12","154","83","","2010"
"31003137910000","Allegany","Sam Koehler Enterprises, Inc.","13791","00","00","OW","Richburg","AC","Fords Brook,Lot 64 W-12","Alma","Richburg","12","0","0","48","2010"
"31037174860000","Genesee","PPP Future Development Inc.","17486","00","00","GD","Alden-Lancaster","PA","Pariso 1","Darien","Medina","0","0","0","","2010"
"31009242450000","Cattaraugus","Pennhills Resources, LLC","24245","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-120","Allegany","Upper Devonian","12","602","577","260","2010"
"31013225730000","Chautauqua","Curtis & Son Oil, Inc.","22573","00","00","OD","Busti","AC","Anderson 13","Busti","Glade","5","","0","55","2010"
"31013093510000","Chautauqua","Decker, James K. & Tiffany J.","09351","00","00","OD","Busti","AC","Tellinghuisen 1","Busti","Glade","12","","0","5","2010"
"31013184330000","Chautauqua","PPP Future Development Inc.","18433","00","00","GD","Lakeshore","IN","Waag 1","Cherry Creek","Medina","12","3058","65","","2010"
"31003111040000","Allegany","The Richardson Petroleum Corporation","11104","00","00","OD","Beech Hill-Independence","PA","Potter 12 (Old)","Independence","Fulmer Valley","12","339","2","17","2010"
"31009661120000","Cattaraugus","EWP Lumber, Inc.","66112","00","00","NL","Four Mile","VP","1 Well","Allegany","Bradford","0","0","0","0","2010"
"31037174850000","Genesee","PPP Future Development Inc.","17485","00","00","GD","Alden-Lancaster","AC","Osucha 2","Darien","Medina","11","805","0","","2010"
"31009219250000","Cattaraugus","Cal Ban Corp.","21925","00","00","OD","Five Mile","NR","Thropp cbb4","Allegany","Chipmunk","12","25","3","25","2010"
"31009246160000","Cattaraugus","Case Brothers Inc.","24616","00","00","OD","Bradford","AC","Stewart-Matson 41A","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","","15","124","2010"
"31003676630000","Allegany","Collins Oil Co.","67663","00","00","OD","Richburg","IN","Coats 6","Wirt","Richburg","0","0","0","0","2010"
"31009558710000","Cattaraugus","Shag Bark Land and Cattle Co. LLC","55871","00","00","OD","Bradford","NR","King 15","Allegany","Bradford","12","","1","6","2010"
"31013188470000","Chautauqua","Empire Energy E & P, LLC","18847","00","00","GD","Lakeshore","AC","NYSRA 2-1621","North Harmony","Medina","12","711","0","","2010"
"31029257300000","Erie","PPP Future Development Inc.","25730","00","00","GW","New Field Wildcat","AC","Keem 2","Wales","Medina","12","1294","270","0","2010"
"31037194770000","Genesee","United States Gypsum Company","19477","00","00","GD","Huron Creek","AC","Kruszelnicki 1","Alexander","Medina","12","630","0","0","2010"
"31013192550000","Chautauqua","Empire Energy E & P, LLC","19255","00","00","GD","Lakeshore","AC","Kauffman, H 2","Clymer","Medina","1","33","0","","2010"
"31003105680000","Allegany","Sam Koehler Enterprises, Inc.","10568","00","00","OD","Richburg","AC","A-H Lot 80-1-80","Alma","Richburg","12","0","0","30","2010"
"31003686850000","Allegany","PPP Future Development Inc.","68685","00","00","OD","Richburg","PA","Daggett 192","Genesee","Richburg","0","0","0","0","2010"
"31013144800000","Chautauqua","Empire Energy E & P, LLC","14480","00","00","GD","Lakeshore","AC","Beaujean,H 1","Westfield","Medina","12","1724","0","","2010"
"31011135890000","Cayuga","OI Auburn, Inc.","13589","00","00","GE","West Auburn","AC","Shank Sp100-1","Springport","Queenston","12","3323","0","","2010"
"31029016110000","Erie","Haier, Phyllis and Robert","01611","00","00","GD","North Collins","IN","Goodell 204","North Collins","Medina","6","150","0","0","2010"
"31009242380000","Cattaraugus","Pennhills Resources, LLC","24238","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-113","Allegany","Upper Devonian","12","602","577","260","2010"
"31013188150000","Chautauqua","Chautauqua Energy, Inc.","18815","00","00","GD","Lakeshore","NR","Cook 2","North Harmony","Medina","1","200","0","0","2010"
"31003675460000","Allegany","Saint John Exploration & Production, Inc.","67546","00","00","OD","Richburg","IN","Big Four 14","Bolivar","Richburg","0","0","0","0","2010"
"31003058040000","Allegany","Klein Oil & Logging","05804","00","00","OD","Beech Hill-Independence","PA","Austin-Bayard 21","Independence","Fulmer Valley","12","1","10","15","2010"
"31009681510000","Cattaraugus","Frank H. Stephan Oil Group","68151","00","00","OD","Bradford","PA","Geiger 20","Allegany","Bradford","12","","3","10","2010"
"31013201640000","Chautauqua","Shelex Drilling, Inc.","20164","00","00","GD","Lakeshore","AC","Strata Unit Well 8","Gerry","Medina","12","323","0","0","2010"
"31009243240001","Cattaraugus","Pennhills Resources, LLC","24324","00","01","OD","Chipmunk","AC","Rumsey Devonian Sec 14 Lot 2-227A","Allegany","Upper Devonian","12","603","577","259","2010"
"31013172180000","Chautauqua","Empire Energy E & P, LLC","17218","00","00","GD","Lakeshore","AC","Cooper,J 4","Poland","Medina","12","768","0","","2010"
"31009179820000","Cattaraugus","Seneca Resources Corporation","17982","00","00","GD","Dayton","PA","Trombley-Young 6250","Dayton","Onondaga","0","0","0","0","2010"
"31013198380000","Chautauqua","Empire Energy E & P, LLC","19838","00","00","GD","Lakeshore","AC","Reed, N 4","Chautauqua","Medina","12","111","0","","2010"
"31013247620000","Chautauqua","PPP Future Development Inc.","24762","00","00","GD","Lakeshore","IN","McChesney 7","North Harmony","Medina","12","2503","562","0","2010"
"31029219220000","Erie","Empire Energy E & P, LLC","21922","00","00","GD","Lakeview","AC","Ruhl-Weider 1","Evans","Medina","12","400","0","","2010"
"31051161440000","Livingston","Lenape Resources LLC","16144","00","00","GD","Uhley Corners-Caledonia","AC","Reed 1 (81)","Caledonia","Medina","12","624","0","0","2010"
"31013146290000","Chautauqua","Chautauqua Energy, Inc.","14629","00","00","GD","Lakeshore","NR","Mullard C Jr 1","North Harmony","Medina","1","200","0","0","2010"
"31003192070000","Allegany","Barber, James C.","19207","00","00","GD","Rushford","NR","Barber B-1","Rushford","Medina","12","1","0","0","2010"
"31013129170000","Chautauqua","Empire Energy E & P, LLC","12917","00","00","GD","Lakeshore","AC","Mason 2","Westfield","Medina","12","1436","0","","2010"
"31003217590000","Allegany","Collins Oil Co.","21759","00","00","OD","Richburg","AC","Nelson 25","Wirt","Richburg","12","93","3","8","2010"
"31029164520000","Erie","Pan Energy Company, Inc.","16452","00","00","GD","Lakeview","IN","Sicurella 3","Brant","Medina","12","808","0","0","2010"
"31003679300000","Allegany","Sturdevant, Walter B.","67930","00","00","OD","Richburg","UL","J&R Oil Lot 8 67","Bolivar","Richburg","0","0","0","0","2010"
"31003635700000","Allegany","Sam Koehler Enterprises, Inc.","63570","00","00","OD","Richburg","AC","C-3 Carpenter","Alma","Richburg","12","0","1","21","2010"
"31003659600000","Allegany","J. J. Bucher Producing Corporation","65960","00","00","OD","Richburg","IN","Allen 5","Scio","Richburg","0","0","0","0","2010"
"31009246980000","Cattaraugus","Dallas Energy, LLC","24698","00","00","OD","Bradford","AC","Potter Lumber PL2","Carrollton","Chipmunk & Bradford 3rd","12","857","936","485","2010"
"31003667040000","Allegany","Fulmer Valley Resources, Ltd.","66704","00","00","OD","Fulmer Valley","AC","Ford-Clark h19","Independence","Fulmer Valley","1","0","0","1","2010"
"31051173050000","Livingston","Lenape Resources LLC","17305","00","00","GD","Uhley Corners-Caledonia","AC","Scott 100","York","Medina","11","362","95","0","2010"
"31009199360000","Cattaraugus","PPP Future Development Inc.","19936","00","00","GD","Chaffee-Arcade","AC","Powell-Kester Unit 1","Freedom","Medina","12","579","0","0","2010"
"31009668860000","Cattaraugus","Linn, Conrad W. Jr.","66886","00","00","OD","Bradford","UL","Linn 5","Portville","Bradford","12","","0","4","2010"
"31013165280000","Chautauqua","Cotton Well Drilling Company, Inc.","16528","00","00","GD","Lakeshore","AC","Richter 3","Hanover","Medina","5","75","0","","2010"
"31003659420000","Allegany","AJ Oil And Gas Exploration Inc","65942","00","00","OD","Fulmer Valley","IN","W & J 1","Willing","Fulmer Valley","0","0","0","0","2010"
"31003094340000","Allegany","Sandstone Oil & Gas Development, LLC","09434","00","00","OD","Richburg","IN","Slade Lot 29 E-23","Genesee","Richburg","12","0","0","31","2010"
"31013211920000","Chautauqua","Empire Energy E & P, LLC","21192","00","00","GD","Lakeshore","AC","Garvey J 1 7321","Harmony","Medina","12","589","0","0","2010"
"31009203350000","Cattaraugus","Vertical Energy, Inc.","20335","00","00","OD","Five Mile","IN","Field f-1","Allegany","Chipmunk","6","0","0","10","2010"
"31013208760000","Chautauqua","Empire Energy E & P, LLC","20876","00","00","GD","Lakeshore","AC","Cold Spring Const. 2","Poland","Medina","12","3257","0","","2010"
"31003050370000","Allegany","The Richardson Petroleum Corporation","05037","00","00","OD","Beech Hill-Independence","AC","Stillman 3","Independence","Fulmer Valley","12","230","3","15","2010"
"31011136440000","Cayuga","OI Auburn, Inc.","13644","00","00","GE","West Auburn","AC","Ball C & W T113-11","Throop","Queenston","12","350","0","","2010"
"31013248120000","Chautauqua","Stedman Energy, Inc.","24812","00","00","GD","Lakeshore","AC","Trisket 1-516","Harmony","Grimsby","11","3224","217","0","2010"
"31029015900000","Erie","Iroquois Gas Corp.","01590","00","00","GD","Brant-Eden","IN","Kern","North Collins","Medina","0","0","0","0","2010"
"31013209540000","Chautauqua","Empire Energy E & P, LLC","20954","00","00","GD","Lakeshore","AC","Kimballl S 3","Poland","Medina","12","726","0","","2010"
"31009276480000","Cattaraugus","McCracken Oil & Gas, LLC","27648","00","00","OD","Bradford","AC","Woodard 5","Carrollton","Chipmunk, Bradford 2nd & 3rd","6","1304","100","1129","2010"
"31009191340000","Cattaraugus","Empire Energy E & P, LLC","19134","00","00","GD","Lakeshore","AC","Shelter, M 1-B","Conewango","Medina","12","1203","0","","2010"
"31109227670001","Tompkins","Chesapeake Appalachia, LLC","22767","00","01","DW","Not Applicable","PA","Duddleston 1 (623514)","Ulysses","Queenston","0","0","0","0","2010"
"31003652370000","Allegany","C.O.G. Development & Resources, Inc.","65237","00","00","OD","Richburg","IN","Lincoln l14","Bolivar","Richburg","0","0","0","0","2010"
"31003604820000","Allegany","Witter, Terry L.","60482","00","00","OD","Richburg","IN","Stillman 36","Bolivar","Richburg","12","","13","6","2010"
"31013108730000","Chautauqua","PPP Future Development Inc.","10873","00","00","GW","Lakeshore","AC","Warn 1","Carroll","Medina","12","622","0","0","2010"
"31051154800000","Livingston","Meter, Erin L. & William J.","15480","00","00","GD","Dansville","AC","Meter 1","West Sparta","Marcellus","12","200","0","0","2010"
"31009653820000","Cattaraugus","Little, Jay R.","65382","00","00","OD","Chipmunk","IN","Pfouts I 3","Carrollton","Chipmunk","1","0","0","7","2010"
"31029223860000","Erie","Empire Energy E & P, LLC","22386","00","00","GD","Elma","AC","Smith, M 1a","Elma","Grimsby","12","1222","0","","2010"
"31009126590000","Cattaraugus","SWEPI LP","12659","00","00","OD","Bradford","CO","Enterprise Transit St 18 a","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","1062","0","2010"
"31009128850000","Cattaraugus","McCracken, Carl A. III","12885","00","00","OD","Bradford","PA","Chipchop W-2","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","","1","8","2010"
"31003667940000","Allegany","Joyce, Christine M.","66794","00","00","OD","Fulmer Valley","IN","Joyce 4","Andover","Fulmer Valley","0","0","0","0","2010"
"31013212210000","Chautauqua","Chautauqua Energy, Inc.","21221","00","00","GD","Lakeshore","NR","Curry 1","Harmony","Medina","12","3963","100","0","2010"
"31013254860000","Chautauqua","Stedman Energy, Inc.","25486","00","00","GD","Lakeshore","AC","Baldwin 1","Harmony","Medina","12","6341","295","0","2010"
"31013051490000","Chautauqua","Curtis & Son Oil, Inc.","05149","00","00","OD","Busti","AC","Boswell 3","Busti","Glade","0","0","0","0","2010"
"31009677750000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67775","00","00","OD","Four Mile","AC","Oak Hill 21","Allegany","Bradford","0","","0","0","2010"
"31051041670000","Livingston","PPP Future Development Inc.","04167","00","00","GD","Leicester","SI","Weiland N844","Leicester","Medina","12","211","0","0","2010"
"31069261500000","Ontario","Minard Run Oil Company","26150","00","00","GW","New Field Wildcat","SI","Blowers 1 (626941)","Seneca","Queenston","0","0","0","0","2010"
"31013208330000","Chautauqua","Empire Energy E & P, LLC","20833","00","00","GD","Lakeshore","AC","Legters, L 1","Clymer","Medina","9","718","125","","2010"
"31009251420000","Cattaraugus","Copper Ridge Oil, Inc.","25142","00","00","OD","Five Mile","AC","Weis 62","Olean","Bradford 2nd & 3rd","12","","5","60","2010"
"31013114270000","Chautauqua","Empire Energy E & P, LLC","11427","00","00","GD","Lakeshore","AC","Shoemaker 316","Stockton","Medina","12","809","0","","2010"
"31009118580000","Cattaraugus","McCracken Oil & Gas, LLC","11858","00","00","OD","Bradford","AC","Clark No 032","Carrollton","Chipmunk","12","","1","11","2010"
"31009259010000","Cattaraugus","Pennhills Resources, LLC","25901","00","00","OD","Bradford","AC","Young 58","Olean","Upper Devonian","5","586","446","169","2010"
"31009251550000","Cattaraugus","Copper Ridge Oil, Inc.","25155","00","00","OD","Five Mile","AC","Weis 76","Olean","Bradford","10","","3","35","2010"
"31013186640000","Chautauqua","Cotton Well Drilling Company, Inc.","18664","00","00","GD","Lakeshore","AC","Hohenstein Ee 1","Sheridan","Medina","3","85","0","","2010"
"31037173490000","Genesee","PPP Future Development Inc.","17349","00","00","GD","Alexander","AC","King 1","Alexander","Medina","12","857","0","0","2010"
"31029193700000","Erie","Stedman Energy, Inc.","19370","00","00","GD","Brant-Eden","AC","Monckton 1","Eden","Medina","10","689","0","0","2010"
"31013249780000","Chautauqua","Stedman Energy, Inc.","24978","00","00","GD","Lakeshore","AC","Wdowiasz 1","Sheridan","Medina","12","4633","163","0","2010"
"31017231630000","Chenango","Norse Energy Corp USA","23163","00","00","GW","Beaver Meadow","PB","Diehl 1-448","Plymouth","Oneida","3","5504","91","","2010"
"31101001130000","Steuben","Iroquois Gas Corp.","00113","00","00","GD","Howard","PA","Russell 1","Fremont","Oriskany","0","0","0","0","2010"
"31029133090000","Erie","County Line Stone Co., Inc.","13309","00","00","GD","Alden-Lancaster","AC","County Line 2","Newstead","Grimsby","0","0","0","0","2010"
"31009132350000","Cattaraugus","Case Brothers Inc.","13235","00","00","OD","Bradford","AC","Chipchop No 039","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","","1","8","2010"
"31003254240001","Allegany","Sam Koehler Enterprises, Inc.","25424","00","01","OD","Fulmer Valley","AC","Otis Eastern 1","Andover","Penny & Fulmer Valley","1","0","97","78","2010"
"31013111920000","Chautauqua","Empire Energy E & P, LLC","11192","00","00","GD","Lakeshore","AC","Norman 184","Ripley","Medina","9","1795","35","","2010"
"31003662430000","Allegany","Barney, Constance S. & Wallace Barney","66243","00","00","OD","Fulmer Valley","AC","Clark 2","Andover","Fulmer Valley","12","0","0","3","2010"
"31013051270000","Chautauqua","Vertical Energy, Inc.","05127","00","00","OD","Busti","AC","Towne Robert E 1","Busti","Glade","12","","1","7","2010"
"31003680290000","Allegany","Sam Koehler Enterprises, Inc.","68029","00","00","OD","Fulmer Valley","IN","Ewell 2","Wellsville","Fulmer Valley","0","0","0","0","2010"
"31013167070000","Chautauqua","PPP Future Development Inc.","16707","00","00","GD","Lakeshore","AC","Forbes 1","Gerry","Medina","12","1340","45","0","2010"
"31009275390000","Cattaraugus","Snyder Brothers, Inc.","27539","00","00","OD","Bradford","PA","Nichols Run SBNR 36","Allegany","Chipmunk, Bradford 1st,2nd,3rd","12","259","14","359","2010"
"31003604730000","Allegany","Witter, Terry L.","60473","00","00","OD","Richburg","IN","Stillman 21","Bolivar","Richburg","12","","13","6","2010"
"31013190470000","Chautauqua","Nucomer Energy, LLC","19047","00","00","GD","Lakeshore","AC","Ivett, D 6378","Villenova","Medina","8","159","0","0","2010"
"31003678300000","Allegany","J. J. Bucher Producing Corporation","67830","00","00","OD","Browning","IN","Browning 16a","Scio","Scio","0","0","0","0","2010"
